É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2016/12/28 10:23:36

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ,ê_åÀ
2016/11/4 5:00:00,,0,1,0,1,8,1,1012.2,8,1,1.1,8,ñkìå,8,1,9.1,8,1,,0,1,0,1,8,1,1008.6,8,1,0.5,8,ìÏ,8,1,10.3,8,1,,0,1,0,1,8,1,1015.1,8,1,2.6,8,êºñkêº,8,1,11.4,8,1
2016/11/4 6:00:00,,0,1,0,1,8,1,1012.5,8,1,1.0,8,ñkñkìå,8,1,9.4,8,1,1,8,1,0,1,8,1,1009.0,8,1,1.1,8,ìå,8,1,10.3,8,1,,0,1,0,1,8,1,1015.2,8,1,2.5,8,êºñkêº,8,1,10.5,8,1
2016/11/4 7:00:00,,0,1,0,1,8,1,1012.9,8,1,0.7,8,ñkìå,8,1,9.6,8,1,,0,1,0,1,8,1,1009.3,8,1,0.4,8,ìÏ,8,1,10.7,8,1,,0,1,0,1,8,1,1015.8,8,1,3.1,8,ñkêº,8,1,10.9,8,1
2016/11/4 8:00:00,,0,1,0,1,8,1,1013.4,8,1,0.5,8,ñkñkìå,8,1,10.3,8,1,,0,1,0,1,8,1,1009.8,8,1,0.8,8,ìÏìÏêº,8,1,12.2,8,1,,0,1,0,1,8,1,1016.1,8,1,3.7,8,ñkêº,8,1,13.6,8,1
2016/11/4 9:00:00,3,8,1,0,1,8,1,1013.6,8,1,0.8,8,ìåìÏìå,8,1,11.9,8,1,0+,8,1,0,1,8,1,1010.0,8,1,0.7,8,ìÏìÏìå,8,1,13.9,8,1,0+,8,1,0,1,8,1,1016.2,8,1,3.5,8,êºñkêº,8,1,15.3,8,1
2016/11/4 10:00:00,,0,1,0,1,8,1,1013.0,8,1,1.5,8,ìÏ,8,1,14.4,8,1,,0,1,0,1,8,1,1009.7,8,1,1.3,8,ñkêº,8,1,16.0,8,1,,0,1,0,1,8,1,1015.8,8,1,2.7,8,êºìÏêº,8,1,16.2,8,1
2016/11/4 11:00:00,,0,1,0,1,8,1,1012.2,8,1,2.2,8,ìÏ,8,1,16.6,8,1,,0,1,0,1,8,1,1009.0,8,1,1.8,8,ñkñkêº,8,1,17.0,8,1,,0,1,0,1,8,1,1015.1,8,1,3.7,8,êºìÏêº,8,1,17.2,8,1
2016/11/4 12:00:00,,0,1,0,1,8,1,1011.2,8,1,2.4,8,ìÏêº,8,1,17.4,8,1,3,8,1,0,1,8,1,1008.0,8,1,2.0,8,ñkñkìå,8,1,17.0,8,1,,0,1,0,1,8,1,1014.0,8,1,4.9,8,êº,8,1,17.9,8,1
2016/11/4 13:00:00,,0,1,0,1,8,1,1010.5,8,1,2.7,8,êº,8,1,17.5,8,1,,0,1,0,1,8,1,1007.4,8,1,2.6,8,êºìÏêº,8,1,18.0,8,1,,0,1,0,1,8,1,1013.4,8,1,4.9,8,êºìÏêº,8,1,18.1,8,1
2016/11/4 14:00:00,,0,1,0,1,8,1,1010.2,8,1,2.7,8,ñkêº,8,1,17.5,8,1,,0,1,0,1,8,1,1007.0,8,1,2.2,8,êº,8,1,18.3,8,1,,0,1,0,1,8,1,1013.1,8,1,2.6,8,êºìÏêº,8,1,18.4,8,1
2016/11/4 15:00:00,9,8,1,0,1,8,1,1010.3,8,1,2.2,8,ñkêº,8,1,17.7,8,1,7,8,1,0,1,8,1,1006.9,8,1,1.8,8,ìÏ,8,1,17.8,8,1,4,8,1,0,1,8,1,1012.9,8,1,3.9,8,êºñkêº,8,1,18.0,8,1
2016/11/4 16:00:00,,0,1,0,1,8,1,1010.1,8,1,1.9,8,ñkêº,8,1,17.0,8,1,,0,1,0,1,8,1,1006.7,8,1,2.1,8,êºìÏêº,8,1,17.4,8,1,,0,1,0,1,8,1,1012.8,8,1,4.2,8,êº,8,1,17.3,8,1
2016/11/4 17:00:00,,0,1,0,1,8,1,1010.1,8,1,1.5,8,ñkêº,8,1,15.8,8,1,,0,1,0,1,8,1,1006.7,8,1,1.9,8,ìÏêº,8,1,16.5,8,1,,0,1,0,1,8,1,1013.0,8,1,3.7,8,êº,8,1,16.4,8,1
2016/11/4 18:00:00,,0,1,0,1,8,1,1010.4,8,1,2.2,8,ñkñkìå,8,1,14.8,8,1,0+,8,1,0,1,8,1,1006.8,8,1,1.5,8,ìÏêº,8,1,16.5,8,1,,0,1,0,1,8,1,1013.1,8,1,2.1,8,ñkêº,8,1,15.0,8,1
2016/11/4 19:00:00,,0,1,0,1,8,1,1010.5,8,1,1.1,8,ñkñkìå,8,1,13.6,8,1,,0,1,0,1,8,1,1006.8,8,1,1.4,8,ìÏêº,8,1,16.0,8,1,,0,1,0,1,8,1,1013.1,8,1,1.8,8,ñkêº,8,1,14.4,8,1
2016/11/4 20:00:00,,0,1,0,1,8,1,1010.7,8,1,1.3,8,ñkìå,8,1,12.3,8,1,,0,1,0,1,8,1,1007.0,8,1,1.5,8,ìÏìÏìå,8,1,15.4,8,1,,0,1,0,1,8,1,1013.2,8,1,2.2,8,ñkñkêº,8,1,14.2,8,1
2016/11/4 21:00:00,0,8,1,0,1,8,1,1011.0,8,1,2.1,8,ñkñkìå,8,1,11.8,8,1,0,8,1,0,1,8,1,1007.2,8,1,0.6,8,ìÏìå,8,1,13.9,8,1,0,8,1,0,1,8,1,1013.3,8,1,1.4,8,ñk,8,1,14.3,8,1
2016/11/4 22:00:00,,0,1,0,1,8,1,1011.2,8,1,0.9,8,ñkñkìå,8,1,11.1,8,1,,0,1,0,1,8,1,1007.5,8,1,1.2,8,ìÏìå,8,1,13.2,8,1,,0,1,0,1,8,1,1013.6,8,1,1.1,8,ñk,8,1,13.4,8,1
2016/11/4 23:00:00,,0,1,0,1,8,1,1011.0,8,1,1.1,8,ñk,8,1,10.7,8,1,,0,1,0,1,8,1,1007.2,8,1,0.4,8,ìÏìÏìå,8,1,12.5,8,1,,0,1,0,1,8,1,1013.3,8,1,3.1,8,ìåñkìå,8,1,13.6,8,1
2016/11/5 00:00:00,,0,1,0,1,8,1,1010.8,8,1,0.9,8,ñkìå,8,1,10.0,8,1,,0,1,0,1,8,1,1007.0,8,1,0.4,8,ìÏìÏìå,8,1,12.4,8,1,,0,1,0,1,8,1,1013.1,8,1,3.1,8,ñkñkìå,8,1,13.3,8,1
2016/11/5 1:00:00,,0,1,0,1,8,1,1011.1,8,1,1.6,8,ñkñkêº,8,1,10.0,8,1,,0,1,0,1,8,1,1007.3,8,1,1.3,8,ñkñkìå,8,1,11.6,8,1,,0,1,0,1,8,1,1013.5,8,1,3.5,8,ìåñkìå,8,1,12.8,8,1
2016/11/5 2:00:00,,0,1,0,1,8,1,1011.5,8,1,0.2,8,ê√â∏,8,1,9.2,8,1,,0,1,0,1,8,1,1007.7,8,1,1.3,8,ñkñkìå,8,1,11.2,8,1,,0,1,0,1,8,1,1013.8,8,1,2.6,8,ñkñkìå,8,1,12.6,8,1
2016/11/5 3:00:00,0,8,1,0,1,8,1,1011.0,8,1,1.1,8,ñkìå,8,1,9.3,8,1,0,8,1,0,1,8,1,1007.2,8,1,1.9,8,ñk,8,1,10.8,8,1,0,8,1,0,1,8,1,1013.2,8,1,3.7,8,ìåñkìå,8,1,12.5,8,1
2016/11/5 4:00:00,,0,1,0,1,8,1,1010.8,8,1,0.7,8,ñkêº,8,1,8.6,8,1,,0,1,0,1,8,1,1007.0,8,1,1.4,8,ñkñkìå,8,1,10.4,8,1,,0,1,0,1,8,1,1013.0,8,1,4.2,8,ñkìå,8,1,12.3,8,1
2016/11/5 5:00:00,,0,1,0,1,8,1,1011.0,8,1,0.8,8,ñkñkêº,8,1,8.6,8,1,,0,1,0,1,8,1,1007.1,8,1,1.5,8,ñkñkìå,8,1,9.9,8,1,,0,1,0,1,8,1,1013.2,8,1,4.1,8,ñkìå,8,1,11.5,8,1
2016/11/5 6:00:00,,0,1,0,1,8,1,1011.0,8,1,0.9,8,ñkñkìå,8,1,8.5,8,1,0,8,1,0,1,8,1,1007.2,8,1,0.9,8,ñkñkêº,8,1,9.7,8,1,,0,1,0,1,8,1,1013.3,8,1,3.4,8,ìåñkìå,8,1,11.8,8,1
2016/11/5 7:00:00,,0,1,0,1,8,1,1011.1,8,1,1.1,8,êºñkêº,8,1,8.0,8,1,,0,1,0,1,8,1,1007.2,8,1,1.8,8,ñkñkìå,8,1,9.8,8,1,,0,1,0,1,8,1,1013.5,8,1,4.0,8,ñkìå,8,1,11.8,8,1
2016/11/5 8:00:00,,0,1,0,1,8,1,1011.0,8,1,0.7,8,ñkñkìå,8,1,9.8,8,1,,0,1,0,1,8,1,1007.2,8,1,0.9,8,ñkìå,8,1,10.9,8,1,,0,1,0,1,8,1,1013.4,8,1,3.6,8,ìåñkìå,8,1,13.4,8,1
2016/11/5 9:00:00,0,8,1,0,1,8,1,1010.7,8,1,0.9,8,ìÏìÏêº,8,1,11.8,8,1,0+,8,1,0,1,8,1,1007.0,8,1,1.1,8,ñkñkêº,8,1,13.0,8,1,0,8,1,0,1,8,1,1013.2,8,1,3.6,8,ìåñkìå,8,1,14.7,8,1
2016/11/5 10:00:00,,0,1,0,1,8,1,1010.1,8,1,1.6,8,ìÏ,8,1,14.4,8,1,,0,1,0,1,8,1,1006.6,8,1,0.7,8,ñkñkêº,8,1,15.7,8,1,,0,1,0,1,8,1,1012.8,8,1,1.8,8,ìåìÏìå,8,1,15.3,8,1
2016/11/5 11:00:00,,0,1,0,1,8,1,1009.4,8,1,1.8,8,ìÏìÏêº,8,1,16.7,8,1,,0,1,0,1,8,1,1005.9,8,1,2.2,8,ìÏêº,8,1,18.0,8,1,,0,1,0,1,8,1,1012.2,8,1,3.9,8,ìå,8,1,16.2,8,1
2016/11/5 12:00:00,,0,1,0,1,8,1,1008.2,8,1,1.7,8,ìÏ,8,1,17.2,8,1,1,8,1,0,1,8,1,1004.9,8,1,3.1,8,êºìÏêº,8,1,18.8,8,1,,0,1,0,1,8,1,1011.2,8,1,3.0,8,ìÏêº,8,1,17.7,8,1
2016/11/5 13:00:00,,0,1,0,1,8,1,1007.4,8,1,2.4,8,ìÏìÏêº,8,1,18.8,8,1,,0,1,0,1,8,1,1004.2,8,1,3.0,8,êºìÏêº,8,1,19.0,8,1,,0,1,0,1,8,1,1010.3,8,1,4.6,8,ìÏìÏêº,8,1,18.8,8,1
2016/11/5 14:00:00,,0,1,0,1,8,1,1006.7,8,1,3.8,8,ìÏìÏêº,8,1,19.9,8,1,,0,1,0,1,8,1,1003.7,8,1,2.6,8,êºìÏêº,8,1,19.4,8,1,,0,1,0,1,8,1,1009.8,8,1,4.1,8,êºìÏêº,8,1,19.4,8,1
2016/11/5 15:00:00,1,8,1,0,1,8,1,1006.8,8,1,3.9,8,ìÏìÏêº,8,1,19.7,8,1,2,8,1,0,1,8,1,1003.9,8,1,2.8,8,ìÏêº,8,1,19.2,8,1,0+,8,1,0,1,8,1,1010.1,8,1,4.3,8,êº,8,1,19.3,8,1
2016/11/5 16:00:00,,0,1,0,1,8,1,1007.0,8,1,3.4,8,ìÏìÏêº,8,1,19.0,8,1,,0,1,0,1,8,1,1004.0,8,1,3.2,8,ìÏêº,8,1,18.1,8,1,,0,1,0,1,8,1,1010.1,8,1,4.3,8,êº,8,1,18.2,8,1
2016/11/5 17:00:00,,0,1,0,1,8,1,1007.4,8,1,1.8,8,êº,8,1,17.8,8,1,,0,1,0,1,8,1,1004.2,8,1,2.5,8,ìÏêº,8,1,17.2,8,1,,0,1,0,1,8,1,1010.4,8,1,4.4,8,êºìÏêº,8,1,17.4,8,1
2016/11/5 18:00:00,,0,1,0,1,8,1,1008.1,8,1,1.7,8,ñkñkêº,8,1,15.6,8,1,0+,8,1,0,1,8,1,1004.7,8,1,2.3,8,ìÏìÏêº,8,1,16.9,8,1,,0,1,0,1,8,1,1010.8,8,1,2.3,8,êº,8,1,16.2,8,1
2016/11/5 19:00:00,,0,1,0,1,8,1,1008.6,8,1,1.2,8,êºñkêº,8,1,14.5,8,1,,0,1,0,1,8,1,1005.0,8,1,1.5,8,ìÏ,8,1,16.8,8,1,,0,1,0,1,8,1,1011.3,8,1,1.8,8,ñkñkêº,8,1,15.8,8,1
2016/11/5 20:00:00,,0,1,0,1,8,1,1008.9,8,1,2.1,8,ñkìå,8,1,13.2,8,1,,0,1,0,1,8,1,1005.2,8,1,2.4,8,ìÏ,8,1,16.3,8,1,,0,1,0,1,8,1,1011.5,8,1,2.5,8,ñkêº,8,1,15.2,8,1
2016/11/5 21:00:00,0,8,1,0,1,8,1,1009.5,8,1,1.3,8,ñkìå,8,1,12.3,8,1,0,8,1,0,1,8,1,1005.8,8,1,1.1,8,ìÏìÏìå,8,1,14.8,8,1,0,8,1,0,1,8,1,1011.8,8,1,2.1,8,êº,8,1,15.5,8,1
2016/11/5 22:00:00,,0,1,0,1,8,1,1009.6,8,1,1.3,8,ñkìå,8,1,12.1,8,1,,0,1,0,1,8,1,1005.9,8,1,0.7,8,ìå,8,1,14.0,8,1,,0,1,0,1,8,1,1012.0,8,1,1.6,8,êºñkêº,8,1,15.3,8,1
2016/11/5 23:00:00,,0,1,0,1,8,1,1009.9,8,1,0.8,8,ñkñkêº,8,1,11.5,8,1,,0,1,0,1,8,1,1006.2,8,1,1.2,8,ìÏ,8,1,13.7,8,1,,0,1,0,1,8,1,1012.3,8,1,1.6,8,ñkñkêº,8,1,15.3,8,1
2016/11/6 00:00:00,,0,1,0,1,8,1,1010.0,8,1,1.3,8,ñkìå,8,1,11.7,8,1,,0,1,0,1,8,1,1006.2,8,1,1.1,8,ìåñkìå,8,1,13.3,8,1,,0,1,0,1,8,1,1012.3,8,1,1.1,8,ñkñkêº,8,1,15.8,8,1
2016/11/6 1:00:00,,0,1,0,1,8,1,1010.1,8,1,0.7,8,ñkñkêº,8,1,11.4,8,1,,0,1,0,1,8,1,1006.5,8,1,1.5,8,ñkñkìå,8,1,13.0,8,1,,0,1,0,1,8,1,1012.5,8,1,0.8,8,ìÏ,8,1,15.0,8,1
2016/11/6 2:00:00,,0,1,0,1,8,1,1010.5,8,1,0.6,8,ñkñkìå,8,1,11.1,8,1,,0,1,0,1,8,1,1006.8,8,1,1.2,8,ñkìå,8,1,12.7,8,1,,0,1,0,1,8,1,1012.9,8,1,2.0,8,ìåñkìå,8,1,14.5,8,1
2016/11/6 3:00:00,9,8,1,0.0,0,8,1,1010.7,8,1,0.4,8,ìå,8,1,11.3,8,1,10-,8,1,0,1,8,1,1007.0,8,1,1.1,8,ñk,8,1,13.0,8,1,1,8,1,0,1,8,1,1013.2,8,1,4.1,8,ìåñkìå,8,1,13.9,8,1
2016/11/6 4:00:00,,0,1,0,1,8,1,1011.0,8,1,1.2,8,ñkñkìå,8,1,11.5,8,1,,0,1,0,1,8,1,1007.2,8,1,1.1,8,ñkìå,8,1,12.2,8,1,,0,1,0,1,8,1,1013.4,8,1,1.6,8,ñk,8,1,13.7,8,1
2016/11/6 5:00:00,,0,1,0,1,8,1,1011.5,8,1,0.6,8,ñkêº,8,1,11.3,8,1,,0,1,0,1,8,1,1008.1,8,1,1.7,8,ñkñkìå,8,1,12.6,8,1,,0,1,0,1,8,1,1014.0,8,1,0.9,8,ñkñkêº,8,1,13.7,8,1
2016/11/6 6:00:00,,0,1,0,1,8,1,1012.2,8,1,1.2,8,ñkñkìå,8,1,11.5,8,1,7,8,1,0,1,8,1,1008.5,8,1,1.2,8,ñk,8,1,12.3,8,1,,0,1,0,1,8,1,1014.6,8,1,2.0,8,ìå,8,1,15.5,8,1
2016/11/6 7:00:00,,0,1,0.0,0,8,1,1012.8,8,1,1.0,8,ìå,8,1,11.9,8,1,,0,1,0,1,8,1,1009.3,8,1,0.8,8,ñkìå,8,1,12.9,8,1,,0,1,0,1,8,1,1015.5,8,1,1.5,8,ìÏêº,8,1,15.6,8,1
2016/11/6 8:00:00,,0,1,0.0,0,8,1,1013.8,8,1,0.3,8,ìÏ,8,1,12.4,8,1,,0,1,0,1,8,1,1010.3,8,1,1.2,8,ñk,8,1,13.5,8,1,,0,1,0,1,8,1,1016.5,8,1,1.1,8,ìå,8,1,16.2,8,1
2016/11/6 9:00:00,10-,8,1,0.0,0,8,1,1014.6,8,1,0.5,8,ñkêº,8,1,12.9,8,1,8,8,1,0,1,8,1,1011.1,8,1,0.9,8,ñkìå,8,1,15.6,8,1,9,8,1,0,1,8,1,1017.5,8,1,5.1,8,ñkñkêº,8,1,16.9,8,1
2016/11/6 10:00:00,,0,1,0.0,0,8,1,1015.3,8,1,1.0,8,ñkìå,8,1,13.7,8,1,,0,1,0.0,0,8,1,1011.6,8,1,4.1,8,ñk,8,1,16.3,8,1,,0,1,0.0,0,8,1,1018.1,8,1,5.1,8,ñkñkêº,8,1,16.3,8,1
2016/11/6 11:00:00,,0,1,0.0,0,8,1,1015.8,8,1,4.1,8,ñk,8,1,14.8,8,1,,0,1,0.0,0,8,1,1012.2,8,1,4.1,8,ñk,8,1,16.1,8,1,,0,1,0.0,0,8,1,1018.6,8,1,4.9,8,ñk,8,1,15.9,8,1
2016/11/6 12:00:00,,0,1,0.0,0,8,1,1015.7,8,1,3.8,8,ñk,8,1,14.4,8,1,10-,8,1,0,1,8,1,1012.2,8,1,4.6,8,ñk,8,1,15.6,8,1,,0,1,0.0,0,8,1,1018.8,8,1,8.1,8,ñk,8,1,15.1,8,1
2016/11/6 13:00:00,,0,1,0.0,0,8,1,1015.9,8,1,3.9,8,ñkñkìå,8,1,14.5,8,1,,0,1,0,1,8,1,1012.5,8,1,4.7,8,ñk,8,1,15.4,8,1,,0,1,0.0,0,8,1,1019.1,8,1,5.3,8,ñkìå,8,1,14.5,8,1
2016/11/6 14:00:00,,0,1,0.0,0,8,1,1016.2,8,1,4.9,8,ñkñkêº,8,1,14.7,8,1,,0,1,0,1,8,1,1012.8,8,1,5.3,8,ñkñkìå,8,1,15.1,8,1,,0,1,0.0,0,8,1,1019.4,8,1,4.2,8,ñkñkìå,8,1,14.3,8,1
2016/11/6 15:00:00,5,8,1,0,1,8,1,1016.5,8,1,5.5,8,ñk,8,1,14.4,8,1,7,8,1,0,1,8,1,1013.2,8,1,4.8,8,ñk,8,1,15.6,8,1,10-,8,1,0,1,8,1,1019.8,8,1,5.0,8,ñk,8,1,14.5,8,1
2016/11/6 16:00:00,,0,1,0,1,8,1,1017.1,8,1,4.7,8,ñkñkêº,8,1,14.1,8,1,,0,1,0,1,8,1,1013.7,8,1,4.4,8,ñk,8,1,14.4,8,1,,0,1,0,1,8,1,1020.2,8,1,5.6,8,ñk,8,1,14.1,8,1
2016/11/6 17:00:00,,0,1,0,1,8,1,1017.5,8,1,3.5,8,ñkñkêº,8,1,12.9,8,1,,0,1,0,1,8,1,1014.3,8,1,4.0,8,ñk,8,1,13.8,8,1,,0,1,0,1,8,1,1020.8,8,1,3.7,8,ñk,8,1,13.5,8,1
2016/11/6 18:00:00,,0,1,0,1,8,1,1018.3,8,1,2.6,8,êºñkêº,8,1,11.9,8,1,3,8,1,0,1,8,1,1015.0,8,1,4.1,8,ñkñkìå,8,1,12.9,8,1,,0,1,0,1,8,1,1021.5,8,1,3.4,8,ñkñkìå,8,1,13.1,8,1
2016/11/6 19:00:00,,0,1,0,1,8,1,1018.6,8,1,2.9,8,ñkêº,8,1,11.1,8,1,,0,1,0,1,8,1,1015.4,8,1,2.6,8,ñk,8,1,12.5,8,1,,0,1,0,1,8,1,1021.9,8,1,3.5,8,ñkñkêº,8,1,12.5,8,1
2016/11/6 20:00:00,,0,1,0,1,8,1,1018.6,8,1,2.5,8,ñkêº,8,1,11.1,8,1,,0,1,0,1,8,1,1015.6,8,1,1.7,8,ñk,8,1,12.0,8,1,,0,1,0,1,8,1,1022.0,8,1,2.8,8,ìÏêº,8,1,12.1,8,1
2016/11/6 21:00:00,0+,8,1,0,1,8,1,1019.0,8,1,1.2,8,ìÏìÏêº,8,1,10.2,8,1,1,8,1,0,1,8,1,1015.8,8,1,1.5,8,ñk,8,1,10.8,8,1,0+,8,1,0,1,8,1,1022.3,8,1,2.6,8,ñkêº,8,1,11.7,8,1
2016/11/6 22:00:00,,0,1,0,1,8,1,1019.2,8,1,1.0,8,ìÏìÏìå,8,1,9.5,8,1,,0,1,0,1,8,1,1015.7,8,1,1.0,8,ìåñkìå,8,1,10.2,8,1,,0,1,0,1,8,1,1022.1,8,1,3.3,8,êºñkêº,8,1,10.8,8,1
2016/11/6 23:00:00,,0,1,0,1,8,1,1019.0,8,1,1.5,8,ìÏìÏìå,8,1,9.9,8,1,,0,1,0,1,8,1,1015.6,8,1,0.9,8,ìåñkìå,8,1,10.5,8,1,,0,1,0,1,8,1,1022.1,8,1,2.1,8,ìÏêº,8,1,10.9,8,1
2016/11/7 00:00:00,,0,1,0,1,8,1,1019.2,8,1,0.8,8,ìåìÏìå,8,1,9.5,8,1,,0,1,0,1,8,1,1015.5,8,1,0.3,8,ìÏìÏìå,8,1,10.1,8,1,,0,1,0,1,8,1,1021.8,8,1,0.9,8,êºìÏêº,8,1,11.2,8,1
2016/11/7 1:00:00,,0,1,0,1,8,1,1018.9,8,1,1.3,8,ñkñkìå,8,1,9.1,8,1,,0,1,0,1,8,1,1015.2,8,1,1.2,8,ìÏ,8,1,9.7,8,1,,0,1,0,1,8,1,1021.1,8,1,2.6,8,êºìÏêº,8,1,11.4,8,1
2016/11/7 2:00:00,,0,1,0,1,8,1,1018.9,8,1,0.9,8,ìåñkìå,8,1,8.6,8,1,,0,1,0,1,8,1,1015.3,8,1,0.6,8,ìÏìÏêº,8,1,9.5,8,1,,0,1,0,1,8,1,1021.5,8,1,2.3,8,êºìÏêº,8,1,11.3,8,1
2016/11/7 3:00:00,0+,8,1,0,1,8,1,1019.0,8,1,0.5,8,ñkñkìå,8,1,8.1,8,1,2,8,1,0,1,8,1,1015.3,8,1,1.0,8,ìÏìå,8,1,9.3,8,1,0+,8,1,0,1,8,1,1021.5,8,1,1.9,8,ìÏêº,8,1,10.5,8,1
2016/11/7 4:00:00,,0,1,0,1,8,1,1019.5,8,1,1.0,8,ìÏ,8,1,7.8,8,1,,0,1,0,1,8,1,1015.6,8,1,0.9,8,ìåìÏìå,8,1,8.6,8,1,,0,1,0,1,8,1,1021.7,8,1,3.0,8,ñkñkìå,8,1,10.3,8,1
2016/11/7 5:00:00,,0,1,0,1,8,1,1019.8,8,1,0.6,8,ñkêº,8,1,7.4,8,1,,0,1,0,1,8,1,1015.9,8,1,0.2,8,ê√â∏,8,1,8.5,8,1,,0,1,0,1,8,1,1022.1,8,1,2.5,8,ñkñkìå,8,1,10.2,8,1
2016/11/7 6:00:00,,0,1,0,1,8,1,1019.6,8,1,1.0,8,ñkñkêº,8,1,7.1,8,1,0+,8,1,0,1,8,1,1015.6,8,1,0.9,8,ìÏìå,8,1,8.5,8,1,,0,1,0,1,8,1,1021.8,8,1,3.4,8,ñkñkìå,8,1,9.9,8,1
2016/11/7 7:00:00,,0,1,0,1,8,1,1019.7,8,1,0.8,8,ñk,8,1,7.2,8,1,,0,1,0,1,8,1,1015.9,8,1,1.1,8,ñkñkìå,8,1,8.8,8,1,,0,1,0,1,8,1,1022.3,8,1,2.6,8,ñkñkìå,8,1,10.0,8,1
2016/11/7 8:00:00,,0,1,0,1,8,1,1020.2,8,1,0.2,8,ê√â∏,8,1,8.5,8,1,,0,1,0,1,8,1,1016.4,8,1,0.5,8,ñkìå,8,1,10.1,8,1,,0,1,0,1,8,1,1022.8,8,1,1.9,8,ñkìå,8,1,10.9,8,1
2016/11/7 9:00:00,0+,8,1,0,1,8,1,1020.1,8,1,0.8,8,ìÏìÏìå,8,1,10.3,8,1,0+,8,1,0,1,8,1,1016.3,8,1,0.9,8,ìÏìÏìå,8,1,12.6,8,1,0+,8,1,0,1,8,1,1022.8,8,1,1.7,8,ìåñkìå,8,1,12.7,8,1
2016/11/7 10:00:00,,0,1,0,1,8,1,1019.8,8,1,1.6,8,ìÏ,8,1,12.5,8,1,,0,1,0,1,8,1,1016.1,8,1,1.4,8,ìå,8,1,13.9,8,1,,0,1,0,1,8,1,1022.4,8,1,2.5,8,ìåìÏìå,8,1,13.1,8,1
2016/11/7 11:00:00,,0,1,0,1,8,1,1018.9,8,1,1.3,8,ìåìÏìå,8,1,14.7,8,1,,0,1,0,1,8,1,1015.2,8,1,2.2,8,ñkñkìå,8,1,15.0,8,1,,0,1,0,1,8,1,1021.5,8,1,3.5,8,ìåìÏìå,8,1,14.8,8,1
2016/11/7 12:00:00,,0,1,0,1,8,1,1017.4,8,1,1.4,8,ìåìÏìå,8,1,15.3,8,1,0+,8,1,0,1,8,1,1013.9,8,1,2.5,8,ñkìå,8,1,16.1,8,1,,0,1,0,1,8,1,1020.2,8,1,2.1,8,ìÏìå,8,1,15.2,8,1
2016/11/7 13:00:00,,0,1,0,1,8,1,1016.6,8,1,1.1,8,ñkìå,8,1,16.8,8,1,,0,1,0,1,8,1,1013.0,8,1,3.0,8,ñkñkìå,8,1,16.9,8,1,,0,1,0,1,8,1,1019.3,8,1,2.4,8,ìÏìå,8,1,16.1,8,1
2016/11/7 14:00:00,,0,1,0,1,8,1,1015.8,8,1,0.9,8,ìåñkìå,8,1,17.4,8,1,,0,1,0,1,8,1,1012.1,8,1,2.7,8,ñkñkìå,8,1,17.8,8,1,,0,1,0,1,8,1,1018.2,8,1,2.9,8,ìÏìå,8,1,17.0,8,1
2016/11/7 15:00:00,0+,8,1,0,1,8,1,1015.1,8,1,2.0,8,ìåñkìå,8,1,17.6,8,1,0,8,1,0,1,8,1,1011.3,8,1,2.4,8,ñkñkìå,8,1,18.3,8,1,0,8,1,0,1,8,1,1017.6,8,1,3.5,8,ìåìÏìå,8,1,17.4,8,1
2016/11/7 16:00:00,,0,1,0,1,8,1,1014.8,8,1,2.7,8,ìå,8,1,16.8,8,1,,0,1,0,1,8,1,1011.0,8,1,2.3,8,ñk,8,1,17.4,8,1,,0,1,0,1,8,1,1017.0,8,1,4.2,8,ìåìÏìå,8,1,17.8,8,1
2016/11/7 17:00:00,,0,1,0,1,8,1,1015.2,8,1,1.8,8,ìåñkìå,8,1,15.7,8,1,,0,1,0,1,8,1,1011.0,8,1,2.8,8,ñkìå,8,1,17.0,8,1,,0,1,0,1,8,1,1017.4,8,1,4.3,8,ìå,8,1,17.1,8,1
2016/11/7 18:00:00,,0,1,0,1,8,1,1016.1,8,1,1.6,8,ñkñkìå,8,1,14.4,8,1,0,8,1,0,1,8,1,1012.0,8,1,3.3,8,ñkñkìå,8,1,16.1,8,1,,0,1,0,1,8,1,1018.1,8,1,3.5,8,ñkñkìå,8,1,16.6,8,1
2016/11/7 19:00:00,,0,1,0,1,8,1,1016.4,8,1,2.4,8,ñkñkìå,8,1,13.6,8,1,,0,1,0,1,8,1,1012.5,8,1,3.6,8,ñkñkìå,8,1,15.4,8,1,,0,1,0,1,8,1,1018.9,8,1,3.0,8,ìåñkìå,8,1,15.0,8,1
